,0,1,2,3,4,5
0,Eidgenössiche Alkoholverwaltung (EAV); Längasstrasse 35; 3000 Bern 9 3000 3000 Bern 9,Fr 19.03.2010 18:00 - 02:00,"Die Eidgenössische Alkoholverwaltung (EAV), die älteste Anstalt des Bundes, öffnet an der bernischen Museumsnacht für interessierte Besucher ihre Türen. Sie nimmt die Museumsnacht einerseits zum Anlass, um auf die lange und abwechslungsreiche Geschichte der schweizerischen Alkoholpolitik zurückzublicken: Erstmals werden in den Räumlichkeiten der EAV 70 originelle Brennhäfen ausgestellt, die im Zuge des massenweisen Aufkaufs von Brennhäfen von 1933 bis 1996 in ihren Besitz gelangten. Durch die Verknappung der Produktionsmittel sollte damals die grassierende «Schnapspest» bekämpft werden. Dabei hatte die EAV einen beachtlichen Erfolg: 30000 von insgesamt 40000 Brennhäfen wurden aufgekauft und vernichtet. Die nun ausgestellten Brennhäfen illustrieren dem Besucher eindrücklich, welche gesellschaftliche und wirtschaftliche Bedeutung das Schnapsbrennen vielerorts hatte. Auch die zahlreichen Abstimmungsplakate zu den 16 eidgenössischen Volksabstimmungen zur Alkoholpolitik geben einen Eindruck, mit welcher Intensität und manchmal auch Polemik um Fragen rund um den Alkohol gerungen wurde. Diese Abstimmungsplakate werden an der Ausstellung der EAV erstmals zu bestaunen sein. Andererseits soll an der Museumsnacht auch ein Blick in die Zukunft gewagt werden: Die Zeiten der «Schnapspest» sind nämlich längst vorüber, die Probleme und Gewohnheiten des Alkoholkonsums haben sich mittlerweile verändert. Deshalb will sich auch die Schweizer Spirituosenbranche den veränderten Umständen anpassen und präsentiert an der Museumsnacht ihre neue Strategie: «Klasse statt Masse!»; Ein attraktives Rahmenprogramm rundet den Anlass ab. Einzelheiten entnehmen Sie dem angehängten Flyer.",Eidgenössische Alkoholverwaltung; Länggassstrasse 35; CH-3000 Bern 9; Schweiz; Tel. +41 (0)31 309 12 11; Fax +41 (0)31 309 15 00,Eidg. Alkoholverwaltung (bis 12.2017),https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-2694.html
1,"Medienzentrum Bundeshaus, Konferenzsaal; Centre de presse du Palais fédéral, salle de conférences Bern",Mo 22.03.2010 11:00,Medienkonferenz,"SP Schweiz, Kampagnen & Kommunikation; Parti socialiste suisse, Campagnes et Communication; 031 329 69 89",SP Schweiz,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-2695.html
2,Hotel Bern; Zeughausgasse 9 3011 Bern,Do 25.03.2010 10:00,Medienkonferenz,"Gerhard Tubandt, Mediensprecher VCS / Porte-parole ATE; 0848 611 613",Verkehrsclub der Schweiz (VCS),https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-2696.html
3,Bernerhof; Bundesgasse 3 Bern,Di 23.03.2010 11:00,Medienkonferenz,"Delphine Jaccard, porte parole du DFF / Mediensprecherin EFD; 031 322 60 33",Eidgenössisches Finanzdepartement,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-2699.html
4,"Kursaal, Kornhausstrasse 3 3013 Bern",Di 22.06.2010 09:30 - 16:30,"Forum Familienfragen der Eidg. Koordinationskommission für Familienfragen EKFF, 22. Juni 2010, 9.30-16.30 Uhr, Kursaal Bern; Die heile Familie? Seit den 70er Jahren haben sich die Rollen, das Verständnis von Familien sowie die Vorstellungen der heilen Familie grundlegend verändert. Heute gibt es eine Vielfalt an Familienformen und die Arbeits- und Rollenteilung zwischen Frau und Mann hat sich in Richtung einer grösseren Gleichberechtigung entwickelt. In den letzten Jahren lässt sich aber auch eine Gegenbewegung beobachten. Spürbar lauter geworden ist in der familienpolitischen Diskussion der Ruf nach einer stärkeren Berücksichtigung der traditionellen Familie. Dass dieser Ruf nicht ungehört bleibt, zeigen die Abstimmungen zu HarmoS in verschiedenen Kantonen, aber auch die Auseinandersetzung um die familienergänzende Kinderbetreuung, die Krippenfinanzierung oder um die Revision der Familienbesteuerung. Das Forum Familienfragen 2010 der Eidgenössischen Koordinationskommission für Familienfragen EKFF macht dieses Spannungsfeld der Familien zwischen Tradition und Moderne zum Thema. In vier Referaten geht das Familienforum der Frage nach, ob sich in der Familienpolitik eine Re-Traditionalisierung abzeichnet. Es beleuchtet den Wandel und die Persistenz der Familien und Ge-schlechterverhältnisse in den letzten Jahrzehnten, beschreibt die heutigen Familienrealitäten und analysiert die öffentliche Diskussion zu familien- und bildungspolitischen Fragen. Im Anschluss an die Referate diskutieren PolitikerInnen in unterschiedlichen Lebensphasen über die heutige Situation der Familien und formulieren ihre Anliegen an die Familienpolitik. Tagungsprogramm und Anmeldung: www.ekff.admin.ch Aktuell/ Veranstaltungen (ab 15.04.2010)",sekretariat.ekff@bsv.admin.ch,Kommissionen des EDI,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-2701.html
5,"Medienzentrum Bundeshaus, kleiner Konferenzraum; Centre de presse du Palais fédéral, petite salle de conférences Bern",Fr 19.03.2010 11:30,"Medienkonferenz anlässlich der Einreichung der Petition an den Bundesrat zur Durchsetzung der Genfer Konventionen und Umsetzung der Empfehlungen des Goldstone-Berichts; Teilnehmende: NR Andrea Hämmerle, Präsident der parlamentarischen Gruppe Schweiz-Palästina/Président du groupe parlementaire Suisse-Palestine (Moderation); NR Geri Müller; NR Carlo Sommaruga; NR Daniel Vischer; Matthias Hui, Forum für Menschenrechte in Israel/Palästina; Mikael Eriksson, CH-Delegation am GazaFreedomMarch vom 27.12.09-2.1.10; Daniela F. Vorburger, Jüdische Stimme für einen gerechten Frieden zwischen Israel und Palästina/Voix juive pour une paix juste en Israël et Palestine",Sekretariat der parlamentarischen Gruppe Schweiz-Palästina; Kathrin Lötscher; 076 390 26 22,Parlamentarische Gruppe Schweiz-Palästina,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-2703.html
6,"Medienzentrum Bundeshaus, Konferenzsaal; Centre de presse du Palais fédéral, salle de conférences Bern",Di 30.03.2010 10:00,Medienkonferenz,"Ewald Ackermann, SGB/USS; 031 377 01 01; 031 377 01 09 (direkt)","Bündnis gegen den Abbau der Arbeitslosenversicherung (SGB, Unia, SPS, Grüne, Travail.Suisse, Arbeitslosenkomitees)",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-2707.html
7,"Medienzentrum Bundeshaus, Konferenzsaal; Centre de presse du Palais fédéral, salle de conférences Bern",Di 23.03.2010 10:00 - 11:00,Medienkonferenz,"Stéphanie Penher, stephanie.penher@gruene.ch, Tel. 031 312 66 60; Tina Goethe, t.goethe@swissaid.ch",Grüne Partei Schweiz und Swissaid,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-2709.html
8,"Medienzentrum Bundeshaus, Konferenzsaal; Centre de presse du Palais fédéral, salle de conférences Bern",Mo 19.04.2010 09:30 - 10:30,Medienkonferenz anlässlich der Lancierung der Volksinitiative,SR Hans Hess,"Überparteiliches Komitee ""Schluss mit der MwSt-Diskriminierung des Gastgewerbes""",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-2711.html
9,Hotel Kreuz; Zeughausgasse 41 3011 Bern,Mo 21.06.2010 09:30,Medienkonferenz,"Therese Schmid, Travail.Suisse; 031 370 21 11",Travail.Suisse,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-2712.html
