,0,1,2,3,4,5,6,7
0,1553,KVF-N,Medienzentrum Bundeshaus 3003 Bern,Fr 31.10.2008 13:15,"FinöV, Bahnreform, Formel 1",Kein Kontakt,Parlamentsdienste,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1553.html
1,1554,GPK-S,Medienzentrum Bundeshaus 3003 Bern,Fr 24.10.2008 15:00,DEZA,Kein Kontakt,Parlamentsdienste,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1554.html
2,1555,"""Suizidbeihilfe durch die Organisationen Exit und Dignitas""",Schweizerischer Nationalfonds SNF; Wildhainweg 21; 3001 Bern 3001 Bern,Di 04.11.2008 09:15,Medienkonferenz Schweizerischer Nationalfonds,Schweizerischer Nationalfonds; Presse- und Informationsdienst; Kathrin Sterchi; Wildhainweg 3; 3001 Bern; Tel. +41 (31) 308 23 87,Schweizerischer Nationalfonds SNF,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1555.html
3,1556,Verkehrspolitik,Medienzentrum Bundeshaus 3003 Bern,Di 28.10.2008 10:15,Pressekonferenz der CVP Schweiz zur Verkehrspolitik,"Marianne Binder, Kommunikationschefin der CVP Schweiz; 031 357 33 33 079 686 01 31; binder@cvp.ch",CVP Schweiz,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1556.html
4,1557,SPK-N,Medienzentrum Bundeshaus 3003 Bern,Do 23.10.2008 17:15,Gegen den Bau von Minaretten. Volksinitiative (SPK),"Ursula Schütz Morf; Parlamentsdienste, Tel.: +41 31 322 87 90; E-mail: ursula.schuetz@pd.admin.ch",Parlamentsdienste,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1557.html
5,1558,SiK-N,Medienzentrum Bundeshaus 3003 Bern,Di 28.10.2008 14:30,08.027 Militärgesetz und Bundesgesetz über die militärischen Informationssysteme. Änderung der Militärgesetzgebung (SiK); 08.024 Rüstungsprogramm 2008 (SiK); 08.060 Für ein Verbot von Kriegsmaterial-Exporten. Volksinitiative (SiK),Kein Kontakt,Parlamentsdienste,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1558.html
6,1560,Aussprache über die angekündigten Strompreiserhöhungen.,Medienzentrum Bundeshaus 3003 Bern,Fr 24.10.2008 12:30,"Point de presse, u.a. mit BR Moritz Leuenberger","Generalsekretariat UVEK, Presse- und Informationsdienst (PID), Tel. 031 322 55 11","Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1560.html
7,1561,Am Anfang ist das Wort: Lexika in der Schweiz,Hallwylstrasse 15 3003 Bern,Do 06.11.2008 18:00 - 19:30,Ausstellungseröffnung,Kein Kontakt,Schweizerische Nationalbibliothek,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1561.html
8,1562,Am Anfang ist das Wort: Lexika in der Schweiz,Hallwylstrasse 15 3003 Bern,Fr 07.11.2008 09:00,"Wie schreibt man ein Lexikon? Diese Frage steht im Zentrum der kommenden Ausstellung der Schweizerischen Nationalbibliothek. Sie entsteht in Zusammenarbeit mit dem Historischen Lexikon der Schweiz. 07.11.2008 – 29.03.2009; Mo-Fr 9.00-18.00, Mi 9.00-20.00, Sa 9.00-16.00, So 12.00-17.00 Uhr",Kein Kontakt,Schweizerische Nationalbibliothek,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1562.html
9,1563,Wahrgewordene Visionen oder zeitlose Zeitkritik?,"Centre Dürrenmatt Neuchâtel; 74, chemin du Pertuis-du-Sault; 2000 Neuchâtel 2000 Bern",Mi 22.10.2008 11:00,"Erweiterte Dauerausstellung, Centre Dürrenmatt Neuchâtel; Ungeahnte Popularität hat dieser Tage „Die letzte Generalversammlung der eidgenössischen Bankanstalt“ von Friedrich Dürrenmatt erlangt. Dieses sowie weitere Bilder, Zeichnungen und Karikaturen werden im Centre Dürrenmatt Neuchâtel in Verbindung mit Dürrenmatts literarischem Schaffen gezeigt und regen zur Auseinandersetzung an. Schreiben und Malen ergänzen sich bei Friedrich Dürrenmatt zu einem komplementären Gesamtwerk, in welchem der vorwiegend als Theaterautor berühmt gewordene Schweizer Denker die Eigendynamik und Pannenanfälligkeit von Institutionen auf grotesk-humoristische Weise studiert und inszeniert. Dürrenmatt malte das Bild „die letzte Generalversammlung der eidgenössischen Bankanstalt“ 1966 als Nachhall zu dem als Oper bezeichneten Theaterstück Frank V. (1959) über eine korrupte Privatbank: „Dass auch meine Bank-Bilder mit Öl und Petrol gemalt sind, stellt keine Kritik am Schweizerischen Bankwesen dar. Im Gegenteil, dass ich es würdig enden lasse […].“ (Friedrich Dürrenmatt, Persönliche Anmerkungen zu meinen Bildern und Zeichnungen, 1978); Ab 22. Oktober 2008; Mittwoch-Sonntag 11.00-17.00 Uhr",Kein Kontakt,Schweizerische Nationalbibliothek,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1563.html
10,1565,Allgemeine Einführung in die Benutzung der Schweizerischen Nationalbibliothek,Hallwylstrasse 15 3003 Bern,Mi 05.11.2008 17:00 - 18:00,"Anmeldung im Infosaal bis 05.11., 12.00 Uhr",Kein Kontakt,Schweizerische Nationalbibliothek,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1565.html
11,1566,Library Science Talk: “Open Acces: from Myth to Paradox”,Hallwylstrasse 15 3003 Bern,Di 11.11.2008 15:30 - 16:30,"Paul Ginsparg, Cornell University, New York",Kein Kontakt,Schweizerische Nationalbibliothek,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1566.html
12,1567,"Einführung in „Helveticat“, den Online-Katalog der Schweizerischen Nationalbibliothek",Hallwylstrasse 15 3003 Bern,Di 11.11.2008 14:30 - 15:30,"Anmeldung im Infosaal bis 11.11., 12.00 Uhr",Kein Kontakt,Schweizerische Nationalbibliothek,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1567.html
