,0,1,2,3,4,5,6,7
20,223,Bundesratssitzung,Medienzentrum Bern,Mi 21.02.2007,Medienkonferenz des Bundesrates,Kein Kontakt,Bundeskanzlei,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-223.html
21,224,Kann Suizid ansteckend sein?,Hotel Kreuz 3011 Bern,Do 22.02.2007 10:00,Medienkonferenz,"Barbara Weil, Geschäftsleiterin IPSILON, Tel. 031 359 11 08",Dachverband IPSILON,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-224.html
22,225,Jahresmedienkonferenz,Medienzentrum 3003 Bern,Do 22.02.2007 11:00,"EKA/CFE, Mme Bechon, Tel. 031 325 91 21",Kein Kontakt,Eidgenössische Migrationskommission,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-225.html
23,226,Raumentwicklung in der Schweiz,Medienzentrum 3003 Bern,Do 22.02.2007 14:00,Medienkonferenz,Kein Kontakt,"Rudolf Menzi, Leiter Information ARE, Tel. 031 322 40 55",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-226.html
24,227,Jahresmedienkonferenz,Medienzentrum 3003 Bern,Fr 23.02.2007 10:00,"Rudolf Lanz, Leiter Information Preisüberwachung, Tel. 031 322 21 05",Kein Kontakt,Preisüberwachung,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-227.html
25,230,Bundesratssitzung,Medienzentrum Bern,Mi 28.02.2007,Medienkonferenz des Bundesrates,Kein Kontakt,Bundeskanzlei,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-230.html
26,231,Beginn der Frühjahrssession,Parlamentsgebäude 3003 Bern,Mo 05.03.2007 14:30,Frühjahrssession vom 5. - 23. März 2007,Kein Kontakt,BVers/AF,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-231.html
27,232,Bundesratssitzung,Medienzentrum Bern,Fr 09.03.2007,Medienkonferenz des Bundesrates,Kein Kontakt,Bundeskanzlei,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-232.html
28,233,Eidg. Volksabstimmung,Medienzentrum 3003 Bern,So 11.03.2007,Medienkonferenz des Bundesrates,Kein Kontakt,Bundeskanzlei,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-233.html
29,234,Bundesratssitzung,Medienzentrum Bern,Fr 16.03.2007,Medienkonferenz des Bundesrates,Kein Kontakt,Bundeskanzlei,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-234.html
30,235,Nationaler Forschungsschwerpunkt Nord-Süd,Medienzentrum 3003 Bern,So 31.12.2006 10:00 - 11:00 Abgesagt,Medienkonferenz,Kein Kontakt,Herr GüntertTel. 031 972 18 61Mobile 079 574 24 10,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-235.html
31,236,Jahresbericht 2006,Medienzentrum 3003 Bern,Di 27.03.2007 09:30,Medienkonferenz,Kein Kontakt,"Frau Oehrli, EBK, Tel. 031 323 08 94",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-236.html
32,238,Bundesratssitzung,Medienzentrum Bern,Mi 28.03.2007,Medienkonferenz des Bundesrates,Kein Kontakt,Bundeskanzlei,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-238.html
33,241,"Studie ""Perspektive Schweiz""",Hotel Kreuz 3011 Bern,Mi 07.02.2007 10:00,Medienkonferenz,Kein Kontakt,"Sascha Hilpert, Perspektive Schweiz, 079 283 84 57",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-241.html
34,242,Jahresmedienkonferenz,Kornhausforum 3011 Bern,Do 19.04.2007 09:30 - 11:00,"Sabine Schwarzenbach, Pro Helvetia, Tel. 044 267 71 39",Kein Kontakt,Pro Helvetia,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-242.html
35,243,Aktuelle Zahlen Invalidenversicherung,Medienzentrum 3003 Bern,Mo 12.03.2007 10:30,Medienkonferenz,Kein Kontakt,"Harald Sohns, Kommunikation BSV, Tel. 031 322 91 11",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-243.html
36,244,Armeereform,Medienzentrum 3003 Bern,Di 20.02.2007 12:30,Medienkonferenz,Kein Kontakt,SiK/CPS-S,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-244.html
37,245,Bundesratssitzung,Medienzentrum Bern,Mi 04.04.2007,Medienkonferenz des Bundesrates,Kein Kontakt,Bundeskanzlei,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-245.html
38,246,Gesundheitspolitik,Medienzentrum 3003 Bern,Mi 07.02.2007 13:30,Medienkonferenz,Kein Kontakt,"Roman Jäggi, Pressesprecher SVP",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-246.html
39,247,Mikrozensus Verkehrsverhalten,Medienzentrum Bern,Di 15.05.2007 11:00 - 12:00,Medienkonferenz,"Silvia Kubli, Chef communication, OFS, tél. 032 713 61 29; Reto Hügli, stv. Leiter Information ARE, Tel. 031 324 25 97",Bundesamt für Statistik (BFS) / Bundesamt für Raumentwicklung (ARE),https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-247.html
40,248,MWST-Reform,Bernerhof 3003 Bern,Di 13.02.2007 13:30 - 15:00,"Hintergrundgespräch mit: Urs Ursprung, Direktor Eidg. Steuerverwaltung; Claudio Fischer, Projektleiter MWST-Reform; Beat Spicher, stv. Projektleiter MWST-Reform",Kein Kontakt,"Dieter Leutwyler, Pressesprecher EFD, Tel. 031 322 60 33",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-248.html
41,254,Sicherheit für alle,Hotel Kreuz 3011 Bern,Mo 19.02.2007 10:30,Medienkonferenz,Kein Kontakt,NR Ulrich Schlüer,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-254.html
42,256,Wie weiter in der Asylpolitik?,Medienzentrum 3003 Bern,Fr 02.02.2007 10:30 - 12:00,Medienkonferenz mit Bundesrat Blocher,Kein Kontakt,"Sascha Hardegger, Presseprecher EJPD, Tel. 031 322 40 40",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-256.html
43,258,ReformWorks: Welche Regelungen führen Reformen zum Erfolg?,Bern,Di 20.02.2007 09:00 - 13:00,"Der Postmarkt in Schweden ist seit mehr als einem Jahrzehnt vollständig liberalisiert - und bietet der Bevölkerung weiterhin qualitativ hochstehenden Service, auch in den Randregionen. An der SECO-Reformtagung «ReformWorks» vom 19. und 20. Februar 2007 im Kursaal in Bern diskutieren internationale Experten aus Wissenschaft und Politik über Erfahrungen bei ausgewählten Reformen in europäischen Ländern.",Kein Kontakt,Staatssekretariat für Wirtschaft,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-258.html
44,260,ReformWorks,Kursaal 3011 Bern,Mo 19.02.2007 12:00 - 18:00,Forschende der Ökonomie präsentieren Fallstudien zu wirtschaftspolitischen Reformen in acht Sektoren in Europa. Fachtagung in Englisch (ohne Übersetzung),Kein Kontakt,Staatssekretariat für Wirtschaft SECODirektion für WirtschaftspolitikTel. 031 322 42 27,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-260.html
45,262,Kulturpolitik,"Progr, Zentrum für Kulturproduktion, Speichergasse 4 3011 Bern",Di 27.02.2007 10:00 - 11:00,Medienkonferenz,Kein Kontakt,"Gabriela Bader, Grüne/Les Verts, Tel 031 312 66 72",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-262.html
46,263,Positionspapier Kulturpolitik,Medienzentrum 3003 Bern,Mo 19.02.2007 13:30 - 14:30,Medienkonferenz,Kein Kontakt,"Jean-Yves Gentil, porte-parole PSS, Tel. 031 329 69 86",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-263.html
47,264,Umweltbericht der Schweiz 2007,Medienzentrum Bern,Fr 01.06.2007 10:00 - 11:00,Medienkonferenz,Kein Kontakt,"Adrian Aeschlimann, Leiter Mediendienst BAFU, Tel. 031 325 07 50Silvia Kubli, Kommunikationschefin BFS, Tel. 032 713 61 29",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-264.html
48,265,Jahresbericht,Medienzentrum 3003 Bern,Di 17.04.2007 10:00 - 11:00,Medienkonferenz; Publikation Jahresbericht Meldestelle für Geldwäscherei,Kein Kontakt,"Danièle Bersier, Chefin Mediendienst fedpol, Tel. 031 323 13 10",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-265.html
49,266,Aufsichtsbericht Nukleare Sicherheit,Medienzentrum 3003 Bern,Di 24.04.2007 10:00 - 11:00,Medienkonferenz,Kein Kontakt,"Herr Treier, Tel. 056 310 38 70",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-266.html
50,270,Bundesratssitzung,Medienzentrum 3003 Bern,Mi 16.05.2007,Medienkonferenz des Bundesrates,Kein Kontakt,Bundeskanzlei,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-270.html
51,271,Bundesratssitzung,Medienzentrum 3003 Bern,Mi 23.05.2007,Medienkonferenz des Bundesrates,Kein Kontakt,Bundeskanzlei,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-271.html
52,272,Von-Wattenwyl-Gespräche,Medienzentrum 3003 Bern,Fr 25.05.2007,Medienkonferenz,Kein Kontakt,"Hansruedi Moser, Leiter Information und Kommunikation BK, Tel. 031 322 37 63",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-272.html
53,273,Bundesratssitzung,Medienzentrum 3003 Bern,Mi 30.05.2007,Medienkonferenz des Bundesrates,Kein Kontakt,Bundeskanzlei,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-273.html
54,275,Beginn der Session,Parlamentsgebäude 3003 Bern,Mo 04.06.2007 14:30,Sommersession der Eidg. Räte (bis 22. Juni 2007),Kein Kontakt,BVers/AF,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-275.html
55,276,Bundesratssitzung,Medienzentrum 3003 Bern,Fr 08.06.2007,Medienkonferenz des Bundesrates,Kein Kontakt,Bundeskanzlei,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-276.html
56,277,40 Jahre Standort Wabern,"METAS, Lindenweg 50 3084 Bern-Wabern",Do 14.06.2007 10:15 - 13:00,Medienkonferenz,"Christian Antener, Leiter Kommunikation METAS, Tel. 031 323 34 89",Eidgenössisches Institut für Metrologie,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-277.html
57,278,Bundesratssitzung,Medienzentrum 3003 Bern,Fr 15.06.2007,Medienkonferenz des Bundesrates,Kein Kontakt,Bundeskanzlei,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-278.html
58,279,14. Tätigkeitsbericht,Medienzentrum 3003 Bern,Mo 02.07.2007 10:00 - 11:30,Medienkonferenz,Kein Kontakt,"EDÖB, Tel. 031 322 43 95",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-279.html
59,280,Letzte Bundesratssitzung vor der Sommerpause,Medienzentrum 3003 Bern,Mi 04.07.2007,Medienkonferenz des Bundesrates,Kein Kontakt,Bundeskanzlei,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-280.html
60,281,Bundesratssitzung,Medienzentrum Bern,Mi 18.04.2007,Medienkonferenz des Bundesrates,Kein Kontakt,Bundeskanzlei,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-281.html
61,282,Bundesratssitzung,Medienzentrum 3003 Bern,Mi 02.05.2007,Medienkonferenz des Bundesrates,Kein Kontakt,Bundeskanzlei,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-282.html
62,283,Bundesratssitzung,Medienzentrum 3003 Bern,Mi 27.06.2007,Medienkonferenz des Bundesrates,Kein Kontakt,Bundeskanzlei,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-283.html
63,285,10 Jahre UN-Kinderrechts-Konvention in der Schweiz,"PROGR Zentrum für Kulturproduktion, Waisenhausplatz 30; / Bundesplatz 3011 Bern",Mo 26.03.2007 10:00 - 12:30,10.00 Uhr Mediengespräch im PROGR Zentrum für Kulturproduktion; 11.15 Uhr Kinderevent auf dem Bundesplatz,Kein Kontakt,"Thomas Graf, tom+kom, Zürich-Thalwil, Tel. 043 443 56 30thomas.graf@tomundkom.ch",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-285.html
64,292,Energiepolitik ist Klimapolitik,Medienzentrum Bern,Fr 23.02.2007 13:30,Medienkonferenz,Kein Kontakt,"Claudine Godat, Mediensprecherin SP, 031 329 69 82",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-292.html
65,293,Cassis-de-Dijon-Prinzip: Bericht aus Deutschland,Hotel Bern 3011 Bern,Mo 05.03.2007 09:00 - 10:00,Medienkonferenz,Kein Kontakt,"Andreas Tschöpe, Stiftung für Konsumentenschutz, Tel. 031 370 24 26",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-293.html
66,294,Welttag der Konsumentenrechte,Medienzentrum 3003 Bern,Do 15.03.2007 10:00 - 11:30,Medienkonferenz,Kein Kontakt,"Büro für Konsumentenfragen BFK, Tel. 031 322 20 21Bureau fédéral de la consommation, tél. 031 322 20 21",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-294.html
67,295,EU-Befürworter tragen die Verantwortung,Medienzentrum 3003 Bern,Di 27.02.2007 13:30 - 14:30,Medienkoferenz,Kein Kontakt,"SVP Generalsekretariat, 031 300 58 52",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-295.html
68,297,Massnahmen zur Energieeffizienz,Bernerhof 3003 Bern,Sa 24.02.2007 10:15,Point de presse; Positionen der CVP Fraktion zur Energiepolitik,"Alexandra Perina-Werz, CVP Schweiz, Mobile 078 659 29 89",CVP Fraktion,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-297.html
69,298,Delegiertenversammlung,Kongresshaus Zürich,Sa 03.03.2007 10:00,"Themen: - 5. Revision der Invalidenverischerung - Parolenfassung; - Klimapolitik und Energieeffizienz: Umsetzung des Wahlvertrages 2007; - Offensive zur Jugendförderung, zum Jugendschutz und gegen die Jugendgewalt",Kein Kontakt,"Alexandra Perina-Werz, CVP Schweiz, Mobile 078 659 29 89",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-298.html
70,300,Vereinfachung der Mehrwertsteuer,Medienzentrum 3003 Bern,Do 15.02.2007 11:30,"Medienkonferenz mit: Bundesrat Hans-Rudolf Merz; Urs Ursprung, Direktor Eidg. Steuerverwaltung; Claudio Fischer, Projektleiter MWST",Kein Kontakt,Bundeskanzlei,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-300.html
71,301,Strafprozessrecht,Medienzentrum 3003 Bern,Fr 23.02.2007,Medienkonferenz (nur wenn fertig beraten),Kein Kontakt,RK/CAJ-N,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-301.html
72,302,Point de presse,Medienzentrum Bern,Fr 16.02.2007 17:15,Frau Nationalratspräsidentin Egerszegi informiert nach der Sitzung des Büros des Nationalrates über diverse Schwerpunkte,Kein Kontakt,Büro des Nationalrates,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-302.html
73,303,Oû sont les femmes?,Grand Café du Casino Lausanne,Sa 03.03.2007 11:00,Generalversammlung und Wahl-Kick-Off,Kein Kontakt,"Barbara Perriard, Generalsekretärin FDP Frauen Schweiz, Tel. 031 320 35 35",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-303.html
74,304,Schweizer Teilnahme an der Weltausstellung Expo 2008 in Zaragoza,Medienzentrum Bern,So 31.12.2006 14:00 - 15:30,"Mirjam Matti, Kommunikation Präsenz Schweiz, Tel. 031 325 07 46",Kein Kontakt,Präsenz Schweiz,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-304.html
75,305,Point de presse,Medienzentrum Bern,Fr 16.02.2007 13:00,Themen: Patentrecht; Opferhilfegesetz; Zivilprozessordnung,Kein Kontakt,RK/CAJ,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-305.html
76,306,Arbeitsbedingungen in der Schweiz,Medienzentrum Bern,Di 03.04.2007 10:00 - 11:30,"Medienkonferenz zum Thema: Europäische Umfrage über die Arbeitsbedingungen - erster Überblick aus Sicht der Schweiz (sog. ""Dublin-Studie"")","Rita Baldegger, Leiterin Kommunikation SECO, Tel. 031 323 37 90",Staatssekretariat für Wirtschaft,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-306.html
77,308,Jahresmedienkonferenz,Hauptbahnhof Zürich Zürich,Fr 25.05.2007 10:00 - 13:00,"Patrick Jecklin, Leiter Kommunikation BPV, Tel. 031 325 01 65",Kein Kontakt,Bundesamt für Privatversicherungen,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-308.html
78,309,Innovationsschutz: Schub oder Bremse für Wachstum und Wohlstand?,Hotel Bellevue Palace Bern,Di 13.03.2007 19:00 - 20:30,"Podiumsveranstaltung der Kantone Basel-Stadt, Basel-Landschaft, Bern, Neuenburg, Genf und Jura","Staatskanzlei Basel-Stadt, Tel. 061 267 86 54, E-Mail: info@bs.ch",Regierungsrat des Kantons Basel-Stadt,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-309.html
79,313,Auf dem Weg nach Zaragoza,Medienzentrum Bern,Mi 14.03.2007 14:00 - 15:30,Auf dem Weg nach Zaragoza: Die Schweiz im Zusammenhang mit dem America's Cup in Valencia und an der Weltausstellung Expo Zaragoza 2008,Kein Kontakt,"Mirjam Matti, Kommunikation Präsenz Schweiz, Tel. 031 325 07 46",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-313.html
80,315,Projekt Raum- und Regionalentwicklung Gotthard (PREGO),Medienzentrum Bern,Mo 26.02.2007 10:00 - 11:45,Mediengespräch: Präsentation des PREGO-Berichtes an den Bundesrat,"Tobias Koenen, Lacher-Dumas Communications AG, Tel. direkt 044 386 40 56, mailto:prego@lacher-dumas.com",PREGO,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-315.html
81,317,"""Bundesplatz 3 - Die Ausstellung zu den Wahlen 2007""",Käfigturm Bern,Mo 19.03.2007 09:00 - 11:00,"Rundgang für die Medien; Nationalratspräsidentin Christine Egerszegi und Ständeratspräsident Peter Bieri führen durch die Ausstellung ""Bundesplatz 3""",Kein Kontakt,"Andreas Blaser, Parlamentsdienste, Tel. 031 322 97 20Andreas Schilter, Polit-Forum des Bundes, Tel. 031 322 27 84",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-317.html
82,318,Warum Frauen SP wählen,Medienzentrum Bern,Di 06.03.2007 14:00 - 15:00,Medienkonferenz,Kein Kontakt,"Claudine Godat, Mediensprecherin SP Schweiz, Tel. 031 329 69 82",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-318.html
83,319,Jungparteien zur Energiezukunft der Schweiz,Käfigturm - Polit-Forum des Bundes Bern,Fr 23.02.2007 11:00,Gemeinsame Stellungnahme der Jungparteien zum Bau von Gaskraftwerken / Vorstellungen der Jungparteien über die Energiezukunft Schweiz; Junge CVP Schweiz / Jungfreisinnige Schweiz / Junge Grüne Schweiz / Junge SVP Schweiz / Jungsozialist/innen Schweiz,Kein Kontakt,"Pascal Kalbermatten, Junge CVP Schweiz, Tel. 078 749 09 17",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-319.html
84,320,"Prämierung Wettbewerb ""echos - Volkskultur für morgen""",Käfigturm - Polit-Forum des Bundes Bern,Di 03.04.2007 14:00 - 15:30,Medienkonferenz,Kein Kontakt,"Sabina Schwarzenbach, Kommunikation Pro Helvetia, 044 267 71 39",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-320.html
85,322,10 Jahre Museumspass,"Kunstmuseum Bern, Hodlerstrasse 12 Bern",Di 13.03.2007 14:00 - 15:00,Presseinformation,"Theo Wyler, Schweizer Museumspass, Tel. 044 389 84 56; Bei kurzfristigen Anmeldungen: Thomas Bürgisser, Schweizer Museumspass, Tel. 078 871 49 37",Schweizer Museumspass,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-322.html
86,324,IWF: Artikel-IV-Konsultation,Bernerhof Bern,Mo 05.03.2007 10:30,Medienkonferenz,Kein Kontakt,"Dieter Leutwyler, Pressesprecher EFD, 031 322 60 33",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-324.html
87,325,Medienkonferenz der ComCom,"Hotel Widder, Rennweg 7 Zürich",Do 22.03.2007 09:30,Entbündelung der letzten Meile; Erneuerung der GSM-Konzessionen; Konsumentenschutz bei telefonischem Anbieterwechsel (Preselection),"Peter Bär, Kommissionssekretär, Tel. 031 323 52 90, peter.baer@comcom.admin.ch",Eidgenössische Kommunikationskommission ComCom,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-325.html
