,0,1,2,3,4,5,6,7
0,5191,FINMA-Jahresmedienkonferenz 2014,"Medienzentrum Bundeshaus, Konferenzsaal; Centre de presse du Palais fédéral, salle de conférences Bern",Di 17.06.2014 10:00,"Ablauf; 10.00 Uhr Begrüssung; 10.05 Uhr Prof. Anne Héritier Lachat, Präsidentin des Verwaltungsrates; 10.20 Uhr Mark Branson, Direktor; 10.40 Uhr Fragerunde; 11.30 Uhr Ende der Veranstaltung",Tel.: +41 (0)31 327 91 71; E-Mail: media@finma.ch,Eidgenössische Finanzmarktaufsicht FINMA,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-5191.html
1,5192,Lancierung Naturgefahrenportal,"Medienzentrum Bundeshaus, Konferenzsaal; Centre de presse du Palais fédéral, salle de conférences; Centro Media di Palazzo federale, sala delle conferenze Bern",Fr 04.07.2014 14:00,"Am Informationsanlass nehmen die Direktoren respektive Vizedirektoren aller beteiligten Fachstellen teil und stellen das Portal gemeinsam vor:; • Bruno Oberle, Direktor Bundesamt für Umwelt BAFU; • Peter Binder, Direktor Bundesamt für Meteorologie und Klimatologie MeteoSchweiz; • Stefan Wiemer, Direktor Schweizerischer Erdbebendienst SED; • Christoph Hegg, Stellvertretender Direktor Eidgenössische Forschungsanstalt WSL; • Christoph Flury, Stellvertretender Direktor Bundesamt für Bevölkerungsschutz BABS",Barbora Neveršil; barbora.neversil@bafu.admin.ch; Tel: +41 (0)79 443 48 26,"BAFU, MeteoSchweiz, SED, WSL/SLF, BABS",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-5192.html
2,5193,AHV,Hotel Bern; Zeughausgasse 9 3011 Bern,Di 01.07.2014 10:45 Abgesagt,Abgesagt wegen technischen Probleme;; Medienkonferenz,Thomas Zimmermann; Leiter Kommunikation; 031 377 01 06; thomas.zimmermann@sgb.ch,Schweizerischer Gewerkschaftsbund (SGB),https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-5193.html
3,5194,Parlamentarier üben sich im Frühsport,Zwischen Bernerhof und Bundeshaus West (Bergstation Marzilibahn); Entre le Bernerhof et le Palais fédéral ouest (station amont du funiculaire du Marzili); Fra il Bernerhof e la Bundeshaus West (funicolare Marzili) Bern,Do 19.06.2014 06:15,"Am 13. Parlamotion in Bern werden Politikerinnen und Politiker des Bundesparlaments 20 Minuten lang rennen, rollen oder walken.",Kurt Henauer; 032 327 63 10/079 405 76 20; kurt.henauer@baspo.admin.ch,Bundesamt für Sport,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-5194.html
4,5195,21. Tätigkeitsbericht 2013/2014,"Medienzentrum Bundeshaus, Konferenzsaal; Centre de presse du Palais fédéral, salle de conférences Bern",Mo 30.06.2014 10:00,Jahresmedienkonferenz,Kein Kontakt,Eidgenössischer Datenschutz- und Öffentlichkeitsbeauftragter,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-5195.html
5,5196,„Bootcamp VBS“,"Thun, Alpnach, Stans",Di 26.08.2014 10:00,Informationsanlass VBS/Armee für Medienschaffende vom 26./27. August 2014,"Anmeldung, Fragen betreffend Anreise, Unterkunft, etc. Pour toute question d’ordre organisationnel (inscription,trajets, hébergement, etc.); Per eventuali domande relative al viaggio, all’alloggio (ecc.); kommunikation@gs-vbs.admin.ch oder/ou/o 058 464 50 58","Eidgenössisches Departement für Verteidigung, Bevölkerungsschutz und Sport",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-5196.html
6,5197,Europapolitik,Hotel Bern 3011 Bern,Fr 20.06.2014 09:45 - 11:00,"Medienfrühstück; Es referieren Dr. Gian Carle (Experte Energiewirtschaft, ewz), Nick Beglinger (Präsident swisscleantech) und Franziska Barmettler (Leiterin Politik, swisscleantech)","Franziska Barmettler, 058 580 0816, 079 796 5077",Wirtschaftsverband swissscleantech,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-5197.html
7,5198,Bericht des Runden Tisches für die Opfer von fürsorgerischen Zwangsmassnahmen,"Medienzentrum Bundeshaus, Konferenzsaal; Centre de presse du Palais fédéral, salle de conférences; Centro media di Palazzo federale, sala delle conferenze Bern",Di 01.07.2014 15:00,Medienkonferenz,Folco Galli; Bundesamt für Justiz / Office fédéral de la justice / Ufficio federale di giustizia; folco.galli@bj.admin.ch; T +41 58 462 77 88,Delegierter für Opfer von fürsorgerischen Zwangsmassnahmen,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-5198.html
8,5199,"Bericht ""Kinder, Jugendliche und Konsum""","Medienzentrum Bundeshaus, Konferenzsaal; Centre de presse du Palais fédéral, salle de conférences Bern",Mo 03.11.2014 14:00,Medienkonferenz; Einladung folgt,"Claudia Profos, Co-Leitung wiss. Sekretariat EKKJ; ekkj-cfej@bsv.admin.ch",Eidgenössische Konferenz für Kinder- und Jugendfragen EKKJ,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-5199.html
9,5200,Alliance Sud zur Ecopop-Initiative,Hotel Bern; Saal Nr. 3; Zeughausgasse 9 3011 Bern,Do 28.08.2014 10:15,Medienkonferenz; Nähere Angaben folgen,Alliance Sud; Phone: +41 31 390 93 30,Alliance Sud,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-5200.html
