,0,1,2,3,4,5,6,7
0,6428,Hilfswerke und öffentliche Sozialhilfe – ihr Verhältnis in Zeiten der Sparpolitik und wachsender Herausforderungen,Hotel Bern; Zeughausgasse 9 3011 Bern,Mo 07.11.2016 09:15,-,Stefan Gribi; Leiter Abteilung Kommunikation; Telefon: +41 41 419 22 37,Caritas Schweiz,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-6428.html
1,6429,Bilanz TAK-Integrationsdialog « Arbeiten »,Haus der Kantone; Speichergasse 6 3007 Bern,Do 20.10.2016 12:00,-,Nicole Gysin; Konferenz der Kantonsregierungen; n.gysin@kdk.ch; 031 320 30 00,Tripartite Agglomerationskonferenz,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-6429.html
2,6432,Nationale Konferenz – Täter und Täterinnen Häuslicher Gewalt – Interventionsmöglichkeiten und Praxismodelle,Kursaal Bern 3000 Bern,Mi 26.10.2016 09:15 - 16:40,-,Luzia Siegrist; luzia.siegrist@ebg.admin.ch; 058 465 37 68,Eidgenössisches Büro für die Gleichstellung von Frau und Mann EBG,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-6432.html
3,6433,Nationale Konferenz «Täter und Täterinnen häuslicher Gewalt» - Interventionsmöglichkeiten und Praxismodelle,Kursaal Bern; Kornhausstrasse 3 3013 Bern,Di 22.11.2016 09:15 - 16:40,-,Eidgenössisches Büro für die Gleichstellung von Frau und Mann EBG; Eduard Jaun; Tel. 058 465 84 70; eduard.jaun@ebg.admin.ch,Eidg. Büro für die Gleichstellung von Frau und Mann,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-6433.html
4,6434,"Offizieller Besuch S.E. Herrn Andrzej Duda, Präsident der Republik Polen",Landgut Lohn 3122 Kehrsatz,Mo 14.11.2016 10:30,-,"Für inhaltliche Auskünfte: Eidgenössisches Departement für Wirtschaft, Bildung und Forschung (WBF); Erik Reumann; Pressesprecher; +41 (0)79 303 81 53; Für weitere Auskünfte betreffend Logistik und Organisation: Linda Shepard; Information EDA; Tel. +41 (0)79 544 48 16",Eidgenössisches Departement für auswärtige Angelegenheiten,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-6434.html
5,6435,Agenda 2030: Forschung und Innovation als Treiber der nachhaltigen Entwicklung,DEZA; Freiburgstrasse 130 3003 Bern,Mi 09.11.2016 10:00,-,Information EDA; Telefon +41 58 462 31 53; info@eda.admin.ch,Eidgenössisches Departement für auswärtige Angelegenheiten,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-6435.html
6,6436,"Besuch S.E. Herr Enver Hoxhaj, Aussenminister der Republik Kosovo",Bundeshaus West; Bundesgasse 1 3003 Bern,Mi 09.11.2016 14:30,-,Information EDA; Tel: +41 (0)58 462 31 53; info@eda.admin.ch,Eidgenössisches Departement für auswärtige Angelegenheiten,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-6436.html
7,6437,Nationale Strategie Antibiotikaresistenzen StAR –  Stand der Umsetzung,"Business-Center Vatter, Bärenplatz 2, 3011 Bern Bern",Fr 01.01.2016 10:00 - 11:00,"Die vier Bundesämter für Gesundheit (BAG), für Lebensmittelsicherheit und Veterinärwesen (BLV), für Landwirtschaft (BLW) und für Umwelt (BAFU) präsentieren konkrete Umsetzungsbeispiele.","Bundesamt für Gesundheit, Kommunikation, Tel. 058 462 95 05, media@bag.admin.ch",Bundesamt für Lebensmittelsicherheit und Veterinärwesen,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-6437.html
8,6439,Nationale Strategie Antibiotikaresistenzen StAR –  Stand der Umsetzung,"Business-Center Vatter, Bärenplatz 2, 3011 Bern Bern",Fr 18.11.2016 10:00 - 11:00,"Die vier Bundesämter für Gesundheit (BAG), für Lebensmittelsicherheit und Veterinärwesen (BLV), für Landwirtschaft (BLW) und für Umwelt (BAFU) präsentieren konkrete Umsetzungsbeispiele.","Bundesamt für Gesundheit, Kommunikation, Tel. 058 462 95 05, media@bag.admin.ch",Bundesamt für Lebensmittelsicherheit und Veterinärwesen,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-6439.html
9,6440,Offizielles Treffen mit Seiner Durchlaucht (S.D.) Erbprinz Alois von und zu Liechtenstein,Bernerhof 3003 Bern,Fr 11.11.2016 14:30,-,"Für inhaltliche Auskünfte: Eidgenössisches Departement für Wirtschaft, Bildung und Forschung (WBF); Noé Blancpain, Informationschef WBF, +41 (0)58 462 20 07; Für weitere Auskünfte betreffend Logistik und Organisation: Isabelle Wüthrich, Information EDA, +41 (0)79 788 09 61",Eidgenössisches Departement des Innern,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-6440.html
