,0,1,2,3,4,5,6,7
0,1605,Uno-Konferenz zur Entwicklungsfinanzierung in Doha,Hotel Kreuz 3011 Bern,Di 25.11.2008 09:45,Pepo Hofstetter; Alliance Sud; Tel. 031/390 93 34,Kein Kontakt,Alliance Sud,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1605.html
1,1607,17. Eidgenössische Jugendsession,Medienzentrum Bundeshaus 3003 Bern,Mo 24.11.2008 09:00,"Resultate des Plenums der 17. Eidgenössische Jugendsession, mit; Geo Taglioni, Projektleiter Jugendsession; Matthias Fiechter, Leiter Kommunikation der SAJV; Salome Hofer, Co-Präsidentin der OK Jugendsession; Diego Bigger, Co-Präsident Forum Jugendsession",Kein Kontakt,Marjory WinklerSchweizerische Arbeitsgemeinschaft der JugendverbändeTel. 031 326 29 45,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1607.html
2,1608,Point de presse,Medienzentrum Bundeshaus 3003 Bern,Do 06.11.2008 16:45,Gesundheitszustand von BR Samuel Schmid,Kein Kontakt,"Eidgenössisches Departement für Verteidigung, Bevölkerungsschutz und Sport",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1608.html
3,1609,"""Bürgerliche gegen faktische Abschaffung der Verbandsbeschwerde""",Medienzentrum Bundeshaus 3003 Bern,Mo 10.11.2008 13:45,"mit; Hansheiri Inderkum, Ständerat CVP UR; Alain Griffel, Professor für Staats-und Verwaltungsrecht, Universität Zürich; Hans-Peter Ruprecht, Alt Regierungsrat und Baudirektor, SVP, TG; Dominique De Buman, Nationalrat, CVP, FR; Martin Bäumle, Nationalrat, glp, ZH",Kein Kontakt,Marianne BinderCVP Schweiz031 357 33 33 079 686 01 31 binder@cvp.ch,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1609.html
4,1610,FK-S,Medienzentrum Bundeshaus 3003 Bern,Mo 10.11.2008 15:00,Massnahmenpaket zur Stärkung des Schweizerischen Finanzsystems,Kein Kontakt,Parlamentsdienste,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1610.html
5,1613,"""UEFA EURO 2008: Gesamtevaluation und Effekte auf die Nachhaltige Entwicklung""",Universität Bern – UniS (altes Frauenspital); Schanzeneckstr. 1 3012 Bern,Mo 17.11.2008 10:30,"Untersuchungen zur Nachhaltigkeit der Euro08, u.a. mit; Matthias Remund, Direktor des Bundesamtes für Sport BASPO; Prof. Dr. Hansruedi Müller, Gesamtprojektleiter, FIF der Universität Bern","Ursula Weinlein, FIF – Universität Bern; Tel. 031 631 37 11",Bundesamt für Sport,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1613.html
6,1614,SiK-N,Medienzentrum Bundeshaus 3003 Bern,Di 11.11.2008 11:30,Rüstungsprogramm 2008,Kein Kontakt,Parlamentsdienste,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1614.html
7,1616,Lohnergebnisse 2008 und Ausblick auf den Arbeitsmarkt 2009,Hotel Kreuz; Zeughausgasse 41 3011 Bern,Mo 08.12.2008 10:00,Medienkonferenz,Kein Kontakt,Therese SchmidTravail.Suisse031 370 21 11 / schmid@travailsuisse.ch,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1616.html
8,1617,Bundesratssitzung,"Medienzentrum Bundeshaus, Konferenzsaal; Centre de presse du Palais fédéral, salle de conférences Bern",Mi 21.01.2009,Medienkonferenz des Bundesrates,Kein Kontakt,Bundeskanzlei,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1617.html
9,1618,Bundesratssitzung,"Medienzentrum Bundeshaus, Konferenzsaal; Centre de presse du Palais fédéral, salle de conférences Bern",Mi 28.01.2009,Medienkonferenz des Bundesrates,Kein Kontakt,Bundeskanzlei,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1618.html
10,1620,Bundesratssitzung,"Medienzentrum Bundeshaus, Konferenzsaal; Centre de presse du Palais fédéral, salle de conférences Bern",Mi 11.02.2009,Medienkonferenz des Bundesrates,Kein Kontakt,Bundeskanzlei,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1620.html
11,1621,Bundesratssitzung,"Medienzentrum Bundeshaus, Konferenzsaal; Centre de presse du Palais fédéral, salle de conférences Bern",Mi 18.02.2009,Medienkonferenz des Bundesrates,Kein Kontakt,Bundeskanzlei,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1621.html
12,1622,Bundesratssitzung,"Medienzentrum Bundeshaus, Konferenzsaal; Centre de presse du Palais fédéral, salle de conférences Bern",Mi 25.02.2009,Medienkonferenz des Bundesrates,Kein Kontakt,Bundeskanzlei,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1622.html
13,1623,Beginn der Session,Parlamentsgebäude; Palais du Parlement Bern,Mo 02.03.2009 14:30,Frühjahrssession der Eidgenössischen Räte (bis 19. März 2009),Kein Kontakt,Bundesversammlung,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1623.html
14,1624,Bundesratssitzung,"Medienzentrum Bundeshaus, Konferenzsaal; Centre de presse du Palais fédéral, salle de conférences Bern",Fr 06.03.2009,Medienkonferenz des Bundesrates,Kein Kontakt,Bundeskanzlei,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1624.html
15,1625,Bundesratssitzung,"Medienzentrum Bundeshaus, Konferenzsaal; Centre de presse du Palais fédéral, salle de conférences Bern",Fr 13.03.2009,Medienkonferenz des Bundesrates,Kein Kontakt,Bundeskanzlei,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1625.html
16,1626,Bundesratssitzung,"Medienzentrum Bundeshaus, Konferenzsaal; Centre de presse du Palais fédéral, salle de conférences Bern",Mi 25.03.2009 14:15,Medienkonferenz des Bundesrates,Kein Kontakt,Bundeskanzlei,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1626.html
17,1627,Bundesratssitzung,"Medienzentrum Bundeshaus, Konferenzsaal; Centre de presse du Palais fédéral, salle de conférences Bern",Mi 01.04.2009 11:15,Medienkonferenz des Bundesrates,Kein Kontakt,Bundeskanzlei,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1627.html
18,1628,Bundesratssitzung,"Medienzentrum Bundeshaus, Konferenzsaal; Centre de presse du Palais fédéral, salle de conférences Bern",Mi 08.04.2009 14:15,Medienkonferenz des Bundesrates,Kein Kontakt,Bundeskanzlei,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1628.html
19,1630,Bundesratssitzung,"Medienzentrum Bundeshaus, Konferenzsaal; Centre de presse du Palais fédéral, salle de conférences Bern",Mi 22.04.2009,Medienkonferenz des Bundesrates,Kein Kontakt,Bundeskanzlei,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1630.html
20,1631,Eidgenössische Volksabstimmung,"Medienzentrum Bundeshaus, Konferenzsaal; Centre de presse du Palais fédéral, salle de conférences Bern",So 08.02.2009,Medienkonferenz des Bundesrates,Kein Kontakt,Bundeskanzlei,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1631.html
21,1632,KVG - Duales Modell auf dem Weg zur Wahlfreiheit,Restaurant zum Äusseren Stand; Zeughausgasse 17 3011 Bern,Di 25.11.2008 10:45 - 13:00,Medienseminar,Gabriela Winkler; Winkler Kommunikationsberatung; Tel. 044 851 09 20 oder 079 438 45 68,"SR Erika Forster-Vannini und Dr. Willy Oggier, Gesundheitsökonomische Beratungen",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1632.html
22,1633,Agrotreibstoffe verschärfen den Hunger,Hotel Bern; Zeughausgasse 9 3011 Bern,Di 10.02.2009 10:15,Jahresmedienkonferenz,Kein Kontakt,"Lorenz Kummer, Swissaid031 350 53 51",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1633.html
23,1635,Sondersession,Parlamentsgebäude; Palais du Parlement Bern,Mo 27.04.2009 14:30,Sondersession der Eidgenössischen Räte (bis 30. April 2009),Kein Kontakt,Bundesversammlung,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1635.html
24,1636,Schlussbericht an den Bundesrat und Imagestudie zur UEFA EURO 2008,"Medienzentrum Bundeshaus, Konferenzsaal; Centre de presse du Palais fédéral, salle de conférences Bern",Do 20.11.2008 08:45,Medienkonferenz,Barbara Meier; Kommunikationschefin des Bundes EURO 2008; Responsable de la communication EURO 2008 de la Confédération Direction du projet Pouvoirs Publics UEFA EURO 2008; Telefon +41 31 325 88 41 Mobile +41 79 244 66 65; E-Mail media.euro2008@baspo.admin.ch; www.baspo.ch/euro2008,"Eidgenössisches Departement für Verteidigung, Bevölkerungsschutz und Sport",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1636.html
25,1637,Medienkonferenz,"Medienzentrum Bundeshaus, Konferenzsaal; Centre de presse du Palais fédéral, salle de conférences Bern",Fr 14.11.2008 14:30,Voranschlag 2009; Voranschlag 2008. Nachtrag II,Kein Kontakt,FK-N,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1637.html
26,1638,Grüner Strom: Aktueller Stand und weiteres Vorgehen bei der kostendeckenden Einspeisevergütung,"Medienzentrum Bundeshaus, Konferenzsaal; Centre de presse du Palais fédéral, salle de conférences Bern",Fr 28.11.2008 11:00 - 12:00,Medienkonferenz,Kein Kontakt,"Marianne Zünd, Leiterin Kommunikation BFE031 322 56 75",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1638.html
27,1639,Komitee gegen die Unverjährbarkeits-Initiative,Medienzentrum Bundeshaus 3003 Bern,Fr 14.11.2008 11:00,Medienkonferenz,"Peter Lauener, PS, plauener@spschweiz.ch; Adrian Michel, PRD michel@fdp.ch; Barbara Häseli, PDC, haeseli@cvp.ch; Hubert Zurkinden, Les Verts, zurkinden@gruene.ch","SP, CVP, FDP und Grüne",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1639.html
28,1640,Kinder im mehrsprachigen Umfeld und Sprachförderung im Vorschulalter,"Käfigturm, Marktgasse 67, 3003 Bern 3003 Bern",Di 18.11.2008 19:00,"Erster Schultag und die Sprache ist fremd; Kurzreferate der Forschenden und Fragen aus der Praxis mit; Ruth Bielmann, Schulleiterin Schule Schwabgut, Bern; Prof. Dr. Hansjakob Schneider, Institut für Forschung und Entwicklung, Fachhochschule Nordwestschweiz, Forschungsprojekt NFP 56: Wie kann die Schule Lese- und Schreibkompetenz bei Schülern aus bildungsfernen Schichten fördern? Dr. Urs Moser, Institut für Bildungsevaluation, Assoziiertes Institut der Universität Zürich, Forschungsprojekt NFP 56: Wie kann die Sprachkompetenz von Migrantenkindern vor Schuleintritt gefördert werden? Moderation: Michael Fritsche, Leitung Polit-Forum",Kein Kontakt,Polit-Forum des Bundes Käfigturm,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1640.html
29,1641,Sprachenpolitik in der Migrationsgesellschaft,"Käfigturm, Marktgasse 67, 3003 Bern 3003 Bern",Di 02.12.2008 19:00,"Albanisch als 5. Landessprache? Kurzreferate und Podiumsgespräch mit; Dr. Eduard Gnesa, Direktor des Bundesamtes für Migration; Dr. Alberto Achermann, Advokatur / Consulting, Bern, Forschungsprojekt NFP 56: Zum Umgang mit den neuen Sprachminderheiten; Dr. Damir Skenderovic, Seminar für Zeitgeschichte, Universität Fribourg, Forschungsprojekt NFP 56: Welche Positionen nehmen Parteien in sprachenpolitischen Debatten in der Schweiz ein? Moderation: Isabel Baumberger, Kommunikation & Kultur, Zürich",Kein Kontakt,Polit-Forum des Bundes Käfigturm,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1641.html
30,1642,Über den ökonomischen Nutzen von Fremdsprachenkenntnissen,"Käfigturm, Marktgasse 67, 3003 Bern 3003 Bern",Di 16.12.2008 19:00,"Wer Fremdsprachen kann, hat ausgesorgt; Kurzreferate und Gesprächsrunde mit; Prof. François Grin; Ecole de traduction et d'interprétation, Université de Genève; Forschungsprojekt NFP 56: « Wie steht es mit der Fremdsprachenkompetenz in Unternehmen? »; Claudine Gaibrois; Lehrstuhl für Organisationspsychologie, Universität St. Gallen; Forschungsprojekt NFP 56: « Wie wirkt sich Mehrsprachigkeit einer Firma auf den Alltag aus? Hat die Firmensprache Einfluss auf die Karriere? »; Prof. Alexandre Duchêne; Institut für Mehrsprachigkeit der Universität Freiburg; Forschungsprojekt NFP 56: « Über die Schweiz hinaus: Sprachliche Praktiken im nationalen und internationalen Tourismus »; Moderation: Corinne Goetschel, Umsetzungsbeauftragte NFP 56",Kein Kontakt,Polit-Forum des Bundes Käfigturm,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1642.html
